라사, 83, 140
아하, 98, 185
사라, 46, 159
차마, 92, 199
자타, 51, 194
사아, 61, 144
라마, 83, 167
아하, 45, 142
자타, 79, 169
마라, 70, 190
하가, 95, 162
바차, 91, 145
바카, 59, 190
마파, 98, 149
가가, 96, 159
타다, 60, 166
타아, 95, 150
카아, 58, 150
카차, 91, 192
마바, 64, 145
타타, 98, 198
하바, 76, 195
마자, 45, 163
파타, 71, 193
아바, 66, 148
가하, 50, 157
파하, 94, 192
가파, 61, 171
하라, 77, 185
하사, 51, 158
사다, 92, 166
아하, 99, 198
아마, 95, 171
파카, 82, 152
타나, 43, 146
아아, 77, 150
라마, 89, 183
아차, 95, 178
자아, 50, 179
가카, 53, 169
바자, 87, 161
카파, 75, 171
다타, 61, 184
가나, 91, 175
라아, 71, 168
카카, 92, 160
바마, 64, 175
마파, 87, 146
타파, 49, 157
아사, 66, 198
파카, 51, 189
바파, 48, 187
다가, 91, 181
다차, 85, 199
마다, 81, 176
라파, 56, 163
차바, 58, 144
마카, 66, 146
가가, 55, 142
차마, 53, 162
사파, 67, 158
자가, 85, 156
카나, 41, 142
라타, 56, 170
하다, 67, 146
차아, 56, 185
나아, 88, 169
나카, 92, 190
바자, 58, 156
카가, 99, 175
타가, 89, 152
마마, 67, 144
파타, 63, 175
차마, 69, 162
자다, 96, 181
사가, 46, 170
바마, 50, 176
아카, 65, 147
차타, 50, 184
다아, 76, 151
다파, 67, 197
파다, 57, 140
가아, 75, 142
차카, 80, 169
아차, 41, 163
하마, 51, 181
나사, 50, 147
타자, 86, 181
가다, 99, 196
하가, 40, 190
바가, 51, 163
자마, 65, 170
바다, 97, 176
다사, 92, 172
타가, 56, 156
나나, 98, 149
사라, 69, 189
다나, 46, 150
자아, 82, 176
자타, 76, 179
차다, 77, 149
자카, 61, 150
차가, 81, 188
바아, 56, 182
타마, 92, 176
바마, 49, 187
나차, 43, 188
마바, 86, 174
다하, 52, 161
자아, 44, 173
바아, 93, 184
마하, 59, 172
바타, 89, 153
라다, 64, 181
다하, 41, 175
파가, 99, 198
자아, 57, 165
라다, 93, 183
다파, 83, 192
아바, 77, 142
차다, 86, 179
자자, 98, 184
마아, 67, 148
바하, 64, 199
다가, 98, 152
타마, 98, 183
카차, 96, 176
파바, 80, 188
바가, 74, 195
아사, 62, 178
바타, 44, 196
다나, 46, 162
사라, 47, 168
하사, 41, 151
아카, 56, 147
마파, 72, 149
다바, 45, 194
바나, 43, 199
카타, 92, 147
파마, 43, 172
하라, 79, 169
라다, 93, 173
파차, 76, 143
카나, 58, 151
아차, 54, 179
마자, 71, 143
나가, 58, 198
파바, 84, 171
카타, 97, 187
파가, 91, 167
가나, 84, 159
아카, 41, 193
자다, 67, 161
자아, 96, 167
가아, 44, 184
가차, 45, 162
아아, 61, 196
라라, 95, 183
자차, 55, 147
하사, 48, 156
사타, 87, 150
타아, 49, 194
라파, 98, 168
가바, 70, 152
마나, 70, 176
마자, 84, 170
사차, 68, 174
가파, 90, 147
파가, 63, 181
차아, 88, 160
다다, 52, 141
마차, 61, 144
가나, 68, 199
하아, 54, 162
파카, 87, 165
사사, 73, 197
카차, 93, 185
차사, 83, 177
마사, 83, 190
라사, 94, 169
하다, 91, 192
자마, 85, 198
자타, 47, 148
가카, 75, 147
타바, 97, 170
가파, 53, 164
다사, 71, 148
자타, 80, 190
나마, 67, 184
차바, 45, 172
카마, 53, 189
다가, 62, 160
자카, 77, 153
바나, 41, 173
라가, 65, 172
나타, 77, 194
가타, 99, 172
다가, 67, 185
나차, 71, 143
나라, 85, 148
차차, 46, 188
나사, 91, 181
가마, 86, 170
라차, 92, 148
다가, 66, 140
파마, 82, 162
가사, 92, 186
타마, 96, 158
차아, 76, 178
자자, 46, 152
차가, 52, 161
다아, 85, 155
가자, 58, 153
다하, 80, 149
타바, 54, 170
마나, 55, 171
차아, 72, 193
타바, 64, 190
가파, 97, 146
사다, 49, 199
마나, 81, 150
자바, 98, 194
하타, 88, 183
라차, 65, 190
하차, 63, 142
타사, 97, 155
타아, 84, 158
아라, 92, 195
카라, 67, 180
마사, 81, 174
사차, 92, 197
카하, 91, 196
자하, 86, 145
하차, 68, 142
마다, 73, 149
차사, 45, 191
마카, 79, 149
다바, 92, 141
다바, 96, 167
카타, 69, 145
라마, 64, 154
타나, 49, 158
나나, 77, 142
자가, 74, 164
마다, 96, 186
라가, 89, 186
자자, 40, 198
바하, 93, 165
자차, 75, 156
마아, 62, 143
라다, 96, 162
가차, 77, 161
다나, 55, 179
사아, 56, 190
사파, 64, 157
다자, 49, 157
하가, 46, 198
마하, 61, 165
아하, 43, 144
차가, 52, 157
아카, 82, 146
파마, 55, 172
마타, 55, 165
마차, 71, 147
가카, 61, 166
타사, 90, 176
가하, 48, 156
차아, 57, 156
차나, 61, 183
아파, 62, 190
다하, 47, 187
라라, 40, 148
바타, 44, 171
마자, 67, 182
파바, 44, 145
하차, 99, 198
라다, 75, 154
차타, 97, 142
마나, 82, 144
카나, 66, 149
카가, 99, 174
파타, 87, 148
마타, 58, 167
가가, 91, 175
하아, 85, 152
다아, 67, 189
바자, 51, 155
마카, 90, 196
하마, 50, 194
마하, 94, 177
아타, 98, 166
라라, 55, 157
파카, 40, 158
사마, 73, 159
차바, 44, 145
다차, 71, 153
파마, 59, 191
라라, 52, 145
다카, 87, 186
차다, 76, 197
가라, 75, 186
라파, 58, 185
타바, 69, 187
가다, 44, 186
바아, 84, 179
나바, 57, 174
나카, 95, 145
하카, 61, 185
사카, 71, 157
카타, 99, 150
차아, 81, 146
나하, 97, 190
마하, 75, 142
파하, 81, 190
타차, 44, 167
아차, 63, 144
하다, 77, 194
나나, 40, 173
아마, 94, 191
다사, 66, 142
카가, 64, 179
자가, 99, 167
라라, 46, 182
아아, 66, 170
가하, 95, 171
사바, 48, 169
하라, 53, 197
가마, 48, 191
라나, 91, 164
하바, 68, 191
마나, 46, 147
하라, 67, 161
가아, 99, 166
가나, 64, 196
바타, 51, 192
하하, 59, 160
파바, 57, 151
카나, 78, 172
다다, 65, 180
카가, 97, 171
다카, 67, 192
차나, 44, 185
파나, 57, 172
아가, 87, 170
바라, 60, 157
아바, 96, 163
차파, 75, 196
가라, 68, 195
나나, 63, 166
카자, 58, 159
아타, 95, 171
아사, 90, 161
파마, 59, 156
자하, 43, 162
사바, 91, 165
카마, 63, 190
자사, 66, 189
나바, 50, 183
타마, 56, 180
타나, 96, 173
마타, 81, 149
다라, 46, 140
사차, 92, 178
하사, 81, 156
하다, 48, 185
다마, 68, 197
차마, 71, 194
사라, 56, 179
마아, 53, 190
다마, 96, 172
아차, 91, 199
바라, 73, 149
아차, 86, 144
아다, 93, 156
마아, 88, 169
마바, 60, 175
카아, 54, 164
사파, 69, 163
나라, 58, 143
카카, 45, 152
자카, 60, 171
바차, 90, 158
타자, 88, 161
차가, 53, 181
라다, 53, 161
카아, 44, 185
가차, 72, 147
차자, 92, 188
아다, 65, 142
라라, 60, 140
라타, 90, 153
가카, 42, 150
바차, 51, 142
타나, 67, 162
아나, 98, 162
카다, 62, 151
하사, 78, 162
마자, 91, 179
마가, 59, 195
사나, 43, 187
자차, 52, 185
다마, 98, 181
바차, 86, 191
다타, 57, 182
타가, 72, 178
바마, 43, 146
차하, 94, 198
다파, 93, 155
아파, 93, 160
타아, 47, 160
하라, 72, 180
바자, 79, 184
자바, 44, 145
마아, 68, 165
파라, 64, 165
자나, 78, 143
하아, 84, 178
나바, 56, 187
다사, 82, 178
나자, 92, 196
차다, 49, 144
다아, 64, 198
아차, 72, 163
마파, 92, 187
파바, 56, 155
타마, 45, 162
마라, 99, 153
차타, 72, 150
마자, 86, 152
자카, 73, 151
카하, 67, 189
가자, 52, 199
파마, 79, 151
사자, 58, 143
자타, 65, 168
하자, 50, 187
마가, 51, 177
차사, 83, 192
마마, 99, 195
자나, 81, 143
사자, 65, 191
파다, 74, 194
나라, 61, 196
가아, 53, 169
바하, 60, 180
가마, 74, 162
마바, 68, 170
자타, 96, 192
마카, 69, 141
다하, 82, 164
타가, 57, 196
사바, 83, 149
가파, 69, 158
카나, 83, 191
사가, 50, 193
아가, 89, 158
차마, 51, 165
아다, 64, 168
하하, 80, 191
하아, 48, 165
사다, 90, 180
파자, 66, 182
라사, 44, 199
나아, 96, 143
차자, 40, 189
다가, 73, 185
사자, 99, 172
타나, 70, 149
바사, 78, 195
가가, 70, 150
가사, 81, 174
아타, 65, 189
나나, 55, 166
차사, 58, 184
타다, 73, 191
사가, 94, 161
바마, 78, 154
타차, 44, 171
라나, 53, 191
자자, 57, 174
차하, 57, 188
나사, 45, 190
차다, 51, 155
자아, 98, 155
나하, 65, 185
자라, 84, 190
아카, 58, 196
카나, 99, 175
다차, 67, 189
아가, 81, 194
가가, 70, 166
마다, 63, 189
사나, 60, 177
카차, 55, 144
바바, 61, 165
자바, 72, 197
라가, 74, 174
차마, 87, 186
라다, 41, 152
사바, 74, 143
나사, 93, 155
바차, 45, 156
하자, 53, 160
가가, 62, 155
다다, 96, 159
나마, 99, 171
바마, 98, 183
차카, 83, 187
나차, 98, 176
가타, 93, 145
하다, 68, 160
라다, 46, 166
나카, 75, 197
라차, 51, 169
타라, 40, 155
자카, 87, 144
사파, 43, 167
사카, 84, 197
자자, 86, 190
바카, 54, 189
사사, 55, 196
카자, 81, 188
하파, 71, 183
타차, 76, 155
가가, 51, 185
라가, 77, 165
타파, 63, 155
차자, 59, 164
바하, 40, 181
타가, 76, 181
나카, 45, 144
가가, 76, 183
파사, 69, 172
아타, 80, 198
아파, 75, 179
라사, 59, 167
하파, 51, 197
다가, 48, 181
마파, 70, 178
차파, 60, 197
마나, 42, 197
가바, 68, 169
사차, 61, 162
차다, 55, 173
마사, 95, 169
자나, 77, 175
라마, 86, 154
아사, 64, 154
바마, 76, 180
다자, 59, 150
타바, 85, 170
바사, 50, 150
차다, 47, 143
다자, 90, 172
나라, 51, 158
나자, 94, 182
마아, 60, 190
가아, 93, 185
바라, 84, 161
나다, 54, 143
하자, 69, 194
가아, 65, 169
타아, 41, 179
아카, 69, 175
카파, 91, 156
타차, 43, 157
마바, 60, 150
마자, 45, 145
다파, 62, 149
자마, 97, 189
사마, 79, 175
하다, 47, 181
하나, 41, 164
마하, 59, 144
카자, 57, 183
바마, 78, 197
마마, 66, 165
라카, 56, 154
카아, 93, 171
하아, 98, 191
자가, 56, 169
사자, 87, 168
다바, 55, 177
나나, 58, 166
라나, 60, 140
파라, 82, 144
다타, 64, 182
다가, 40, 155
차다, 46, 169
사자, 73, 153
마다, 86, 176
차사, 97, 177
라자, 79, 186
바가, 99, 163
자라, 48, 168
아자, 57, 143
카자, 58, 141
카마, 86, 197
사파, 80, 152
하파, 81, 162
하자, 77, 184
사타, 45, 141
바라, 81, 191
아바, 55, 187
타타, 91, 144
타사, 58, 199
나파, 54, 147
나라, 84, 154
하다, 59, 149
파아, 67, 159
하파, 58, 176
바바, 67, 184
가하, 69, 163
자바, 67, 176
아라, 53, 144
하바, 93, 157
타파, 57, 177
자사, 93, 148
하다, 95, 160
라라, 97, 198
하다, 59, 189
아카, 93, 155
가바, 96, 142
바자, 81, 148
라차, 63, 157
파다, 45, 194
차자, 57, 169
타라, 82, 166
가사, 66, 167
라나, 70, 187
타아, 46, 168
타아, 48, 199
하마, 45, 190
가파, 90, 150
바나, 47, 185
사차, 87, 192
카파, 59, 175
차나, 96, 184
파라, 54, 172
다나, 63, 181
마자, 72, 199
라라, 71, 195
사차, 88, 189
나나, 83, 157
파가, 55, 177
자바, 81, 159
바나, 54, 177
바라, 99, 194
하바, 97, 196
다라, 83, 143
사아, 79, 185
나라, 43, 168
자가, 62, 170
파아, 46, 179
아타, 64, 192
아파, 67, 167
바바, 42, 192
다가, 46, 169
파가, 46, 145
차가, 76, 190
타라, 58, 181
자자, 78, 188
사사, 92, 158
마하, 97, 157
바카, 99, 182
하라, 97, 150
사다, 60, 164
바카, 59, 196
타다, 73, 196
카카, 69, 185
나차, 73, 194
아카, 94, 190
자차, 74, 144
나하, 63, 150
라타, 51, 174
파가, 96, 162
나다, 91, 187
사차, 68, 183
파하, 98, 168
가마, 82, 154
차마, 43, 153
카바, 73, 158
아바, 77, 183
라다, 85, 158
가차, 77, 185
나바, 52, 146
타타, 50, 178
라타, 71, 167
자하, 74, 164
바나, 78, 146
다바, 67, 197
다바, 98, 140
아라, 46, 150
아마, 87, 187
아타, 92, 198
차하, 76, 152
라가, 65, 176
파가, 54, 163
라카, 77, 151
자타, 78, 182
차파, 58, 154
타아, 76, 167
차바, 80, 148
나아, 51, 159
다자, 82, 148
가자, 70, 191
하타, 81, 182
차파, 60, 163
아바, 90, 181
바라, 81, 140
나차, 54, 195
다라, 78, 198
아사, 56, 193
타아, 48, 177
차나, 41, 195
라아, 51, 162
아타, 90, 145
가타, 61, 180
타하, 93, 150
차아, 72, 167
바하, 62, 153
카파, 97, 151
자마, 88, 163
나타, 81, 160
자다, 65, 150
카자, 94, 173
하아, 55, 196
카타, 41, 161
하나, 47, 170
사바, 67, 194
하카, 44, 158
파사, 48, 194
아파, 61, 197
하나, 40, 176
카자, 41, 148
하마, 46, 155
바하, 56, 168
아사, 50, 155
차마, 53, 165
라카, 96, 152
파타, 74, 198
파타, 52, 171
바카, 94, 174
나마, 41, 159
다파, 79, 143
라마, 83, 187
카사, 72, 188
하타, 71, 175
아타, 79, 190
타파, 64, 194
아바, 76, 157
자바, 47, 173
바타, 70, 190
자하, 72, 171
차자, 88, 180
파마, 75, 170
자파, 64, 170
바자, 91, 176
카가, 44, 196
나가, 79, 154
타나, 61, 160
아다, 93, 171
하카, 55, 158
타라, 64, 145
자파, 83, 167
마가, 74, 160
다바, 78, 193
바라, 40, 151
파다, 45, 154
바카, 49, 191
자라, 45, 196
카다, 97, 178
마나, 76, 177
카다, 51, 178
사파, 65, 162
차차, 50, 188
차파, 52, 168
바바, 63, 184
마다, 89, 190
타하, 89, 178
카타, 69, 156
카카, 88, 176
바차, 82, 190
차자, 61, 140
마타, 94, 147
나카, 80, 153
사사, 85, 164
라하, 49, 149
마아, 44, 193
바하, 52, 179
바다, 74, 144
차카, 52, 165
아타, 98, 174
자가, 68, 187
자파, 80, 142
차다, 50, 193
카라, 83, 187
나라, 56, 167
바사, 54, 173
바하, 67, 157
라나, 94, 144
사사, 87, 181
아바, 94, 149
하하, 49, 193
아카, 73, 183
라사, 81, 195
차나, 69, 149
카타, 84, 154
하아, 58, 166
가자, 97, 155
파사, 45, 183
카아, 43, 150
사라, 41, 174
바타, 50, 152
나파, 75, 182
아라, 90, 163
카하, 95, 168
파하, 49, 171
가파, 68, 162
라파, 90, 153
파하, 73, 199
사마, 55, 179
바라, 67, 161
아파, 97, 193
